path,mos_pred,model
data/output/wav48/tsm/RES/1.5/p225/p225_315.wav,4.42084264755249,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_293.wav,4.7402520179748535,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_018.wav,4.643969535827637,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_071.wav,3.3905189037323,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_324.wav,3.985978126525879,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_222.wav,3.6223971843719482,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_023.wav,3.737997055053711,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_257.wav,3.7175350189208984,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_220.wav,4.596489906311035,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_040.wav,4.5325927734375,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_046.wav,4.787156105041504,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_067.wav,3.427819013595581,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_191.wav,3.185939311981201,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_169.wav,4.444500923156738,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_298.wav,4.669798851013184,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_150.wav,4.210221290588379,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_059.wav,4.702487945556641,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_238.wav,4.165195941925049,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_300.wav,3.449328899383545,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_038.wav,4.622772693634033,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_004.wav,3.328000783920288,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_172.wav,4.244852066040039,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_058.wav,4.691522598266602,NISQA_TTS_v1
data/output/wav48/tsm/RES/1.5/p225/p225_212.wav,3.1287641525268555,NISQA_TTS_v1
